2017 NAICS Code,2017 NAICS Title,GHG,Unit,Supply Chain Emission Factors without Margins,Margins of Supply Chain Emission Factors,Supply Chain Emission Factors with Margins,Reference USEEIO Code,,,,,
336414,Guided Missile and Space Vehicle Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.133,0.009,0.142,336414,,,Curtain and Linen Mills,314120,0.206
336415,Guided Missile and Space Vehicle Propulsion Unit and Propulsion Unit Parts Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.286,0.007,0.294,33641A,,,"kg CO2e/2022 USD, purchaser price",314120,0.206
336419,Other Guided Missile and Space Vehicle Parts and Auxiliary Equipment Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.286,0.007,0.294,33641A,,,Custom Architectural Woodwork and Millwork Manufacturing,337212,0.184
336510,Railroad Rolling Stock Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.413,0.031,0.444,336500,,,"kg CO2e/2022 USD, purchaser price",337212,0.184
336611,Ship Building and Repairing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.187,0.008,0.196,336611,,,Custom Compounding of Purchased Resins,325991,0.472
336612,Boat Building,All GHGs,"kg CO2e/2022 USD, purchaser price",0.15,0.032,0.182,336612,,,"kg CO2e/2022 USD, purchaser price",325991,0.472
336991,"Motorcycle, Bicycle, and Parts Manufacturing",All GHGs,"kg CO2e/2022 USD, purchaser price",0.178,0.044,0.222,336991,,,Custom Computer Programming Services,541511,0.084
336992,"Military Armored Vehicle, Tank, and Tank Component Manufacturing",All GHGs,"kg CO2e/2022 USD, purchaser price",0.431,0.012,0.443,336992,,,"kg CO2e/2022 USD, purchaser price",541511,0.084
336999,All Other Transportation Equipment Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.157,0.038,0.195,336999,,,Custom Roll Forming,332114,0.349
337110,Wood Kitchen Cabinet and Countertop Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.114,0.053,0.166,337110,,,"kg CO2e/2022 USD, purchaser price",332114,0.349
337121,Upholstered Household Furniture Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.133,0.055,0.188,337121,,,Cut and Sew Apparel Contractors,315210,0.06
337122,Nonupholstered Wood Household Furniture Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.121,0.057,0.178,337122,,,"kg CO2e/2022 USD, purchaser price",315210,0.06
337124,Metal Household Furniture Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.168,0.059,0.227,33712N,,,"Cut Stock, Resawing Lumber, and Planing",321912,0.122
337125,Household Furniture (except Wood and Metal) Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.168,0.059,0.227,33712N,,,"kg CO2e/2022 USD, purchaser price",321912,0.122
337127,Institutional Furniture Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.208,0.038,0.246,337127,,,Cut Stone and Stone Product Manufacturing,327991,0.148
337211,Wood Office Furniture Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.184,0.056,0.24,33721A,,,"kg CO2e/2022 USD, purchaser price",327991,0.148
337212,Custom Architectural Woodwork and Millwork Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.184,0.056,0.24,33721A,,,Cutting Tool and Machine Tool Accessory Manufacturing,333515,0.184
337214,Office Furniture (except Wood) Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.184,0.056,0.24,33721A,,,"kg CO2e/2022 USD, purchaser price",333515,0.184
337215,"Showcase, Partition, Shelving, and Locker Manufacturing",All GHGs,"kg CO2e/2022 USD, purchaser price",0.206,0.04,0.246,337215,,,"Cyclic Crude, Intermediate, and Gum and Wood Chemical Manufacturing",325194,1.166
337910,Mattress Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.11,0.063,0.173,337900,,,"kg CO2e/2022 USD, purchaser price",325194,1.166
337920,Blind and Shade Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.11,0.063,0.173,337900,,,Dairy Cattle and Milk Production,112120,1.682
339112,Surgical and Medical Instrument Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.119,0.037,0.156,339112,,,"kg CO2e/2022 USD, purchaser price",112120,1.682
339113,Surgical Appliance and Supplies Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.096,0.045,0.14,339113,,,Dairy Product (except Dried or Canned) Merchant Wholesalers,424430,0.159
339114,Dental Equipment and Supplies Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.143,0.03,0.174,339114,,,"kg CO2e/2022 USD, purchaser price",424430,0.159
339115,Ophthalmic Goods Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.086,0.052,0.138,339115,,,Dance Companies,711120,0.086
339116,Dental Laboratories,All GHGs,"kg CO2e/2022 USD, purchaser price",0.083,0.034,0.117,339116,,,"kg CO2e/2022 USD, purchaser price",711120,0.086
339910,Jewelry and Silverware Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.055,0.053,0.108,339910,,,"Data Processing, Hosting, and Related Services",518210,0.093
339920,Sporting and Athletic Goods Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.104,0.064,0.167,339920,,,"kg CO2e/2022 USD, purchaser price",518210,0.093
339930,"Doll, Toy, and Game Manufacturing",All GHGs,"kg CO2e/2022 USD, purchaser price",0.085,0.061,0.146,339930,,,Deep Sea Freight Transportation,483111,0.816
339940,Office Supplies (except Paper) Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.204,0.061,0.265,339940,,,"kg CO2e/2022 USD, purchaser price",483111,0.816
339950,Sign Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.187,0.063,0.25,339950,,,Deep Sea Passenger Transportation,483112,0.816
339991,"Gasket, Packing, and Sealing Device Manufacturing",All GHGs,"kg CO2e/2022 USD, purchaser price",0.121,0.061,0.182,339990,,,"kg CO2e/2022 USD, purchaser price",483112,0.816
339992,Musical Instrument Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.121,0.061,0.182,339990,,,Dental Equipment and Supplies Manufacturing,339114,0.143
339993,"Fastener, Button, Needle, and Pin Manufacturing",All GHGs,"kg CO2e/2022 USD, purchaser price",0.121,0.061,0.182,339990,,,"kg CO2e/2022 USD, purchaser price",339114,0.143
339994,"Broom, Brush, and Mop Manufacturing",All GHGs,"kg CO2e/2022 USD, purchaser price",0.121,0.061,0.182,339990,,,Dental Laboratories,339116,0.083
339995,Burial Casket Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.121,0.061,0.182,339990,,,"kg CO2e/2022 USD, purchaser price",339116,0.083
339999,All Other Miscellaneous Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.121,0.061,0.182,339990,,,Department Stores,452210,0.164
423110,Automobile and Other Motor Vehicle Merchant Wholesalers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.115,0,0.115,423100,,,"kg CO2e/2022 USD, purchaser price",452210,0.164
423120,Motor Vehicle Supplies and New Parts Merchant Wholesalers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.115,0,0.115,423100,,,Diagnostic Imaging Centers,621512,0.092
423130,Tire and Tube Merchant Wholesalers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.115,0,0.115,423100,,,"kg CO2e/2022 USD, purchaser price",621512,0.092
423140,Motor Vehicle Parts (Used) Merchant Wholesalers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.115,0,0.115,423100,,,Diet and Weight Reducing Centers,812191,0.125
423210,Furniture Merchant Wholesalers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.108,0,0.108,423A00,,,"kg CO2e/2022 USD, purchaser price",812191,0.125
423220,Home Furnishing Merchant Wholesalers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.108,0,0.108,423A00,,,Dimension Stone Mining and Quarrying,212311,0.193
423310,"Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers",All GHGs,"kg CO2e/2022 USD, purchaser price",0.108,0,0.108,423A00,,,"kg CO2e/2022 USD, purchaser price",212311,0.193
423320,"Brick, Stone, and Related Construction Material Merchant Wholesalers",All GHGs,"kg CO2e/2022 USD, purchaser price",0.108,0,0.108,423A00,,,Direct Health and Medical Insurance Carriers,524114,0.033
423330,"Roofing, Siding, and Insulation Material Merchant Wholesalers",All GHGs,"kg CO2e/2022 USD, purchaser price",0.108,0,0.108,423A00,,,"kg CO2e/2022 USD, purchaser price",524114,0.033
423390,Other Construction Material Merchant Wholesalers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.108,0,0.108,423A00,,,Direct Life Insurance Carriers,524113,0.051
423410,Photographic Equipment and Supplies Merchant Wholesalers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.074,0,0.074,423400,,,"kg CO2e/2022 USD, purchaser price",524113,0.051
423420,Office Equipment Merchant Wholesalers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.074,0,0.074,423400,,,Direct Mail Advertising,541860,0.085
423430,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.074,0,0.074,423400,,,"kg CO2e/2022 USD, purchaser price",541860,0.085
423440,Other Commercial Equipment Merchant Wholesalers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.074,0,0.074,423400,,,Direct Property and Casualty Insurance Carriers,524126,0.033
423450,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers",All GHGs,"kg CO2e/2022 USD, purchaser price",0.074,0,0.074,423400,,,"kg CO2e/2022 USD, purchaser price",524126,0.033
423460,Ophthalmic Goods Merchant Wholesalers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.074,0,0.074,423400,,,Direct Title Insurance Carriers,524127,0.033
423490,Other Professional Equipment and Supplies Merchant Wholesalers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.074,0,0.074,423400,,,"kg CO2e/2022 USD, purchaser price",524127,0.033
423510,Metal Service Centers and Other Metal Merchant Wholesalers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.108,0,0.108,423A00,,,Directory and Mailing List Publishers,511140,0.053
423520,Coal and Other Mineral and Ore Merchant Wholesalers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.108,0,0.108,423A00,,,"kg CO2e/2022 USD, purchaser price",511140,0.053
423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers",All GHGs,"kg CO2e/2022 USD, purchaser price",0.083,0,0.083,423600,,,Distilleries,312140,0.242
423620,"Household Appliances, Electric Housewares, and Consumer Electronics Merchant Wholesalers",All GHGs,"kg CO2e/2022 USD, purchaser price",0.083,0,0.083,423600,,,"kg CO2e/2022 USD, purchaser price",312140,0.242
423690,Other Electronic Parts and Equipment Merchant Wholesalers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.083,0,0.083,423600,,,Document Preparation Services,561410,0.111
423710,Hardware Merchant Wholesalers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.108,0,0.108,423A00,,,"kg CO2e/2022 USD, purchaser price",561410,0.111
423720,Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.108,0,0.108,423A00,,,Dog and Cat Food Manufacturing,311111,0.282
423730,Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.108,0,0.108,423A00,,,"kg CO2e/2022 USD, purchaser price",311111,0.282
423740,Refrigeration Equipment and Supplies Merchant Wholesalers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.108,0,0.108,423A00,,,"Doll, Toy, and Game Manufacturing",339930,0.085
423810,Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.115,0,0.115,423800,,,"kg CO2e/2022 USD, purchaser price",339930,0.085
423820,Farm and Garden Machinery and Equipment Merchant Wholesalers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.115,0,0.115,423800,,,Drafting Services,541340,0.103
423830,Industrial Machinery and Equipment Merchant Wholesalers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.115,0,0.115,423800,,,"kg CO2e/2022 USD, purchaser price",541340,0.103
423840,Industrial Supplies Merchant Wholesalers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.115,0,0.115,423800,,,Dried and Dehydrated Food Manufacturing,311423,0.343
423850,Service Establishment Equipment and Supplies Merchant Wholesalers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.115,0,0.115,423800,,,"kg CO2e/2022 USD, purchaser price",311423,0.343
423860,Transportation Equipment and Supplies (except Motor Vehicle) Merchant Wholesalers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.115,0,0.115,423800,,,Drilling Oil and Gas Wells,213111,0.407
423910,Sporting and Recreational Goods and Supplies Merchant Wholesalers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.108,0,0.108,423A00,,,"kg CO2e/2022 USD, purchaser price",213111,0.407
423920,Toy and Hobby Goods and Supplies Merchant Wholesalers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.108,0,0.108,423A00,,,Drinking Places (Alcoholic Beverages),722410,0.132
423930,Recyclable Material Merchant Wholesalers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.108,0,0.108,423A00,,,"kg CO2e/2022 USD, purchaser price",722410,0.132
423940,"Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers",All GHGs,"kg CO2e/2022 USD, purchaser price",0.108,0,0.108,423A00,,,Drive-In Motion Picture Theaters,512132,0.047
423990,Other Miscellaneous Durable Goods Merchant Wholesalers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.108,0,0.108,423A00,,,"kg CO2e/2022 USD, purchaser price",512132,0.047
424110,Printing and Writing Paper Merchant Wholesalers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.144,0,0.144,424A00,,,Drugs and Druggists' Sundries Merchant Wholesalers,424210,0.095
424120,Stationery and Office Supplies Merchant Wholesalers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.144,0,0.144,424A00,,,"kg CO2e/2022 USD, purchaser price",424210,0.095
424130,Industrial and Personal Service Paper Merchant Wholesalers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.144,0,0.144,424A00,,,"Dry Pasta, Dough, and Flour Mixes Manufacturing from Purchased Flour",311824,0.31
424210,Drugs and Druggists' Sundries Merchant Wholesalers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.095,0,0.095,424200,,,"kg CO2e/2022 USD, purchaser price",311824,0.31
424310,"Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers",All GHGs,"kg CO2e/2022 USD, purchaser price",0.144,0,0.144,424A00,,,Dry Pea and Bean Farming,111130,0.809
424320,Men's and Boys' Clothing and Furnishings Merchant Wholesalers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.144,0,0.144,424A00,,,"kg CO2e/2022 USD, purchaser price",111130,0.809
424330,"Women's, Children's, and Infants' Clothing and Accessories Merchant Wholesalers",All GHGs,"kg CO2e/2022 USD, purchaser price",0.144,0,0.144,424A00,,,"Dry, Condensed, and Evaporated Dairy Product Manufacturing",311514,0.605
424340,Footwear Merchant Wholesalers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.144,0,0.144,424A00,,,"kg CO2e/2022 USD, purchaser price",311514,0.605
424410,General Line Grocery Merchant Wholesalers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.159,0,0.159,424400,,,Drycleaning and Laundry Services (except Coin-Operated),812320,0.158
424420,Packaged Frozen Food Merchant Wholesalers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.159,0,0.159,424400,,,"kg CO2e/2022 USD, purchaser price",812320,0.158
424430,Dairy Product (except Dried or Canned) Merchant Wholesalers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.159,0,0.159,424400,,,Drywall and Insulation Contractors,238310,0.221
424440,Poultry and Poultry Product Merchant Wholesalers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.159,0,0.159,424400,,,"kg CO2e/2022 USD, purchaser price",238310,0.221
424450,Confectionery Merchant Wholesalers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.159,0,0.159,424400,,,Dual-Purpose Cattle Ranching and Farming,112130,2.847
424460,Fish and Seafood Merchant Wholesalers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.159,0,0.159,424400,,,"kg CO2e/2022 USD, purchaser price",112130,2.847
424470,Meat and Meat Product Merchant Wholesalers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.159,0,0.159,424400,,,Educational Support Services,611710,0.108
424480,Fresh Fruit and Vegetable Merchant Wholesalers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.159,0,0.159,424400,,,"kg CO2e/2022 USD, purchaser price",611710,0.108
424490,Other Grocery and Related Products Merchant Wholesalers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.159,0,0.159,424400,,,Electric Lamp Bulb and Part Manufacturing,335110,0.099
424510,Grain and Field Bean Merchant Wholesalers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.144,0,0.144,424A00,,,"kg CO2e/2022 USD, purchaser price",335110,0.099
424520,Livestock Merchant Wholesalers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.144,0,0.144,424A00,,,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers",423610,0.083
424590,Other Farm Product Raw Material Merchant Wholesalers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.144,0,0.144,424A00,,,"kg CO2e/2022 USD, purchaser price",423610,0.083
424610,Plastics Materials and Basic Forms and Shapes Merchant Wholesalers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.144,0,0.144,424A00,,,Electrical Contractors and Other Wiring Installation Contractors,238210,0.221
424690,Other Chemical and Allied Products Merchant Wholesalers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.144,0,0.144,424A00,,,"kg CO2e/2022 USD, purchaser price",238210,0.221
424710,Petroleum Bulk Stations and Terminals,All GHGs,"kg CO2e/2022 USD, purchaser price",0.102,0,0.102,424700,,,Electromedical and Electrotherapeutic Apparatus Manufacturing,334510,0.087
424720,Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals),All GHGs,"kg CO2e/2022 USD, purchaser price",0.102,0,0.102,424700,,,"kg CO2e/2022 USD, purchaser price",334510,0.087
424810,Beer and Ale Merchant Wholesalers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.144,0,0.144,424A00,,,Electronic Computer Manufacturing,334111,0.03
424820,Wine and Distilled Alcoholic Beverage Merchant Wholesalers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.144,0,0.144,424A00,,,"kg CO2e/2022 USD, purchaser price",334111,0.03
424910,Farm Supplies Merchant Wholesalers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.144,0,0.144,424A00,,,Electronic Connector Manufacturing,334417,0.08
424920,"Book, Periodical, and Newspaper Merchant Wholesalers",All GHGs,"kg CO2e/2022 USD, purchaser price",0.144,0,0.144,424A00,,,"kg CO2e/2022 USD, purchaser price",334417,0.08
